"UserName","Address","safeName","secretType","platformId","AccountManaged","manualManagementReason","ManagingCPM","SecretStatus","PlatformName","DualControl","ExclusiveUse","OneTime","RequireReason"
"mmcaughey","vault-servicesum.privilegecloud.cyberark.cloud","mmcaughey","password","MMTest","True",,"HOST-10","success","MM Test","False","False","False","False"
"mmcaughey1","mclmcloud.local","PPA_I_545","password","MM-Win-Dom","False","(PPADisable)MaxRetries","BAB_CPM_Primary","failure","MM-Win-Dom","False","False","True","False"
"mm-safemanager@cyberark.cloud.1024","servicesum.cyberark.cloud/","mmcaughey","password","Michael-Identity","False","(CPM)MaxRetries","HOST-10","failure","Michael - Identity","False","False","False","False"
"MMStandard","SQL.mclmcloud.local","MM-Win-Dom","password","MM-LCD","False","Loosely connected device password change is pending (ImmediateTask)","mcaugm01_cpm",,"MM-LCD","False","False","False","False"
"mounir","karimdc.mydomain.com","KarimH","password","WindowsDomainAccountKarimh","True",,"CPMAZURE","success","Windows Domain Account Karimh","False","False","False","False"
"netadmin","10.0.0.1","RickSafe","password","CiscodeviceviaRCH","True",,"CONN01",,"Cisco device via RCH","False","False","False","False"
"notmyaccount","saascorps.local","125Test","password","UMDomainAdmin","False","(CPM)MaxRetries","CONN01","failure","UM Domain Admin","False","False","False","False"
"oraAdminMM1","FinDevORA01.exFinance.com","mmcaughey","password","Oracle","False","Oracle Admin - Break Glass user","HOST-10",,"Oracle Database","False","False","False","False"
"PasswordManagerUser","ad-conn1.saascorp.local","IanTest","password","WinServerLocal","True",,"CONN01",,"Windows Server Local Accounts","False","False","False","False"
"PasswordManagerUser","bcconn01.bjc-cyb.local","Collins_WIN_DOM","password","CollinsWinDomAcct","False","(CPM)MaxRetries","bcconn01","failure","Collins Win Dom Acct","False","False","False","False"
"PasswordManagerUser","CONN-UM-01.argon.local","IanTest","password","UMServerLocalAccounts","False","(CPM)MaxRetries","CONN01","failure","UM Server Local Accounts","False","False","False","False"
"PluginManagerUser","10.0.0.1","conpope131_Accounts","password","","True",,"conpope131",,,,,,
"PluginManagerUser","10.0.0.1","cpm-nexus_Accounts","password","","True",,"cpm-nexus",,,,,,
"PluginManagerUser","10.0.0.1","rmconn-02_Accounts","password","","True",,"rmconn-02",,,,,,
"PluginManagerUser","10.0.0.2","bcconn01_Accounts","password","","True",,"bcconn01",,,,,,
"PluginManagerUser","10.0.0.2","cdeem-wincon00_Accounts","password","","True",,"cdeem-wincon00",,,,,,
"PluginManagerUser","10.0.0.2","marshycloudpoc-cp_Accounts","password","","True",,"marshycloudpoc-cp",,,,,,
"PluginManagerUser","10.0.0.2","wins2019s_Accounts","password","","True",,"wins2019s",,,,,,
"PluginManagerUser","10.0.0.3","CONN01_Accounts","password","","True",,"CONN01",,,,,,
"PluginManagerUser","10.0.0.3","host-2_Accounts","password","","True",,"host-2",,,,,,
"PluginManagerUser","10.0.0.3","marshycloud-cp_Accounts","password","","True",,"marshycloud-cp",,,,,,
"PluginManagerUser","10.0.0.3","PCC-02_Accounts","password","","True",,"PCC-02",,,,,,
"PluginManagerUser","10.0.0.3","rmconn-01_Accounts","password","","True",,"rmconn-01",,,,,,
"PluginManagerUser","10.0.0.4","bcconn3_Accounts","password","","True",,"bcconn3",,,,,,
"PluginManagerUser","10.0.0.4","bcconn31_Accounts","password","","True",,"bcconn31",,,,,,
"PluginManagerUser","10.0.0.8","Iain2016Serv_Accounts","password","","True",,"Iain2016Serv",,,,,,
"PluginManagerUser","10.0.2.15","BOD_UM_RA_CPM_Accounts","password","","True",,"BOD_UM_RA_CPM",,,,,,
"PluginManagerUser","192.168.239.33","BAB_CPM_Primary_Accounts","password","","True",,"BAB_CPM_Primary",,,,,,
"PluginManagerUser","192.168.86.46","tater_salad_Accounts","password","","True",,"tater_salad",,,,,,
"PluginManagerUser","bcconn01.bjc-cyb.local","Collins_WIN_DOM","password","CollinsWinDomAcct","False","(CPM)MaxRetries","bcconn01","failure","Collins Win Dom Acct","False","False","False","False"
"proxymng","10.0.0.9","mmcaughey","password","MCAUG-UnixViaSSH","True",,"HOST-10",,"MCAUG-Unix Via SSH","False","False","False","False"
"PSM-2000000000000000","ad-conn1.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSM-3000000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSM-3100000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSM-3800000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSM-5600000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSM-6200000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSM-8200000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSM-9700000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSM-9F00000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSM-AC00000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSMAdminConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.10","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.10","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.11","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.111","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.112","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.14","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.15","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.16","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.2","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.2","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.2","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.2","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.2","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.4","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.4","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.4","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.5","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.5","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.5","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.5","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.6","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.6","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.6","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.6","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.7","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.7","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.7","PSM","password","WinServerLocal","True",,"CONN01",,"Windows Server Local Accounts","False","False","False","False"
"PSMAdminConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.9","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.0.9","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.0.2.15","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","10.8.0.17","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","192.168.239.32","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","192.168.33.135","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","192.168.41.104","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","192.168.86.46","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","192.168.86.52","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","192.168.86.52","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","BAB-SerSum.lab.local","PSM","password","","True",,"CONN01",,,,,,
"PSMAdminConnect","bcconn01.bjc-cyb.local","Collins_WIN_DOM","password","CollinsWinDomAcct","False","(CPM)MaxRetries","bcconn01","failure","Collins Win Dom Acct","False","False","False","False"
"PSMAdminConnect","HBOTHA.LOCAL","PSM","password","WIN-DOM-PSMADMIN-ACCOUNT","True",,"CONN01",,"WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"PSMAdminConnect","mydomain","PSM","password","WinDomain","True",,"CONN01",,"Windows Domain Account","False","False","False","False"
"psmadminconnect","mylab.local","PSM","password","WIN-DOM-PSMADMIN-ACCOUNT","True",,"CONN01",,"WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"PSMAdminConnect","saascorp.local","PSM","password","WIN-DOM-PSMADMIN-ACCOUNT","True",,"CONN01","success","WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"PSMAdminConnect","SERVICES.TRAINING","PSMTraining","password","WIN-DOM-PSMADMIN-ACCOUNT","True",,"TRAININGCONN01",,"WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"PSMAdminConnect1","MCLMCLOUD.LOCAL","PSM","password","WIN-DOM-PSMADMIN-ACCOUNT","True",,"CONN01",,"WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"PSM-B000000000000000","conn01.saascorp.local","Domain Admins","password","WinServerLocal","False","(CPM)MaxRetries","CONN01","failure","Windows Server Local Accounts","False","False","False","False"
"PSMConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.1","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.10","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.10","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.11","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.111","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.112","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.14","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.15","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.16","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.2","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.2","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.2","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.2","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.2","PSM","password","WinServerLocal","False","aa","CONN01",,"Windows Server Local Accounts","False","False","False","False"
"PSMConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.3","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.4","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.4","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.4","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.5","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.5","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.5","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.5","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.6","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.6","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.6","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.6","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.7","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.7","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.8","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.9","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.0.9","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.0.2.15","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","10.8.0.17","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","192.168.239.32","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","192.168.33.135","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","192.168.41.104","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","192.168.86.46","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","192.168.86.52","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","192.168.86.52","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","BAB-SerSum.lab.local","PSM","password","","True",,"CONN01",,,,,,
"PSMConnect","bcconn01.bjc-cyb.local","Collins_WIN_DOM","password","CollinsWinDomAcct","False","(CPM)MaxRetries","bcconn01","failure","Collins Win Dom Acct","False","False","False","False"
"PSMConnect","HBOTHA.LOCAL","PSM","password","WIN-DOM-PSMADMIN-ACCOUNT","True",,"CONN01",,"WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"PSMConnect","mydomain","PSM","password","WinDomain","True",,"CONN01",,"Windows Domain Account","False","False","False","False"
"PSMConnect","mydomain","PSM","password","WinDomain","True",,"CONN01",,"Windows Domain Account","False","False","False","False"
"psmconnect","mylab.local","PSM","password","WIN-DOM-PSMADMIN-ACCOUNT","True",,"CONN01",,"WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"PSMConnect","saascorp.local","PSM","password","WIN-DOM-PSMADMIN-ACCOUNT","False","(CPM)MaxRetries","CONN01","failure","WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"PSMConnect","SERVICES.TRAINING","PSMTraining","password","WIN-DOM-PSMADMIN-ACCOUNT","True",,"TRAININGCONN01",,"WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"PSMConnect1","MCLMCLOUD.LOCAL","PSM","password","WIN-DOM-PSMADMIN-ACCOUNT","True",,"CONN01","success","WIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"reconcile","bjc-cyb.local","Collins_WIN_DOM","password","Collins_Reconcile","True",,"bcconn01","success","Collins_Reconcile","False","False","False","False"
"Reconcile","test.local","JgillmoreRecon","password","WinDomAdmGillmore","True",,"",,"WinDomAdmGillmore","False","False","False","False"
"reconcile-1","saascorp.local","Reconcile","password","WindowsReconcile","False","(CPM)MaxRetries","CONN01","failure","Windows Reconcile","False","False","False","False"
"reconcile-2","saascorp.local","Reconcile","password","WindowsReconcile","False","(CPM)MaxRetries","CONN01","failure","Windows Reconcile","False","False","False","False"
"rick.hubbard@onmicrosoft.com","portal.azure.com","RickSafe","password","MSAzureTest","False","No Reason","CONN01",,"MS Azure Test","False","False","False","False"
"RMCYB_Reconcile","RMCYB","RM_Reconcile","password","RM_Reconcile","False","(CPM)MaxRetries","CONN01","failure","RM_Reconcile","False","False","False","False"
"RMPSMAdminConnect","RMCYB.LOCAL","RMPSM","password","RMWIN-DOM-PSMADMIN-ACCOUNT","True",,"rmconn-01","failure","RMWIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"RMPSMConnect","RMCYB.LOCAL","RMPSM","password","RMWIN-DOM-PSMADMIN-ACCOUNT","True",,"rmconn-01","failure","RMWIN-DOM-PSMADMIN-ACCOUNT","False","False","False","False"
"RMTEST","RMCYB.Local","Collins_WIN_DOM","password","RM_Test","True",,"bcconn01",,"RM_Test","False","False","False","False"
"root","1.2.3.4","RickSafe","password","RCH-ESXi","True",,"CONN01",,"RCH - ESXi","False","False","False","False"
"root","10.0.0.5","popetest","password","Pope-Unix-Password","True",,"conpope131",,"Pope-Unix-Password","False","False","False","False"
"root","10.0.0.6","Unix Accounts","password","servicesumLinuxSSH","True",,"CONN01","success","servicesum Linux SSH","False","False","False","False"
"root","10.0.0.7","popetest","password","Pope-Unix-Password","True",,"conpope131",,"Pope-Unix-Password","False","False","False","False"
"root","10.0.0.7","Unix Accounts","password","servicesumLinuxSSH","True",,"CONN01",,"servicesum Linux SSH","False","False","False","False"
"root","10.0.0.9","Mkin-Linux-SaasCorp","password","servicesumLinuxSSH","True",,"CONN01",,"servicesum Linux SSH","False","False","False","False"
"root","10.0.0.9","mmcaughey","password","MCAUG-UnixViaSSH","True",,"HOST-10",,"MCAUG-Unix Via SSH","False","False","False","False"
"root","192.168.41.107","HB-Accounts","password","HBOTHA-vCenter","False","(CPM)MaxRetries","CPM_HBOTHA","failure","HBOTHA-vCenter","False","False","False","False"
"root","linux.corp.com","RickSafe","key","UnixSSHKeys","True",,"CONN01",,"Unix via SSH Keys","False","False","False","False"
"SA","SECRET-SQL47B","MEH_SQL","password","MEH-MSSQLServer","True",,"CONN01",,"MEH-MS SQL Server","False","False","False","False"
"saascorp-user","10.0.0.9","Mkin-Linux-SaasCorp","password","Mkin-SSH","False","(CPM)MaxRetries","CONN01","failure","Mkin-SSH","False","False","False","False"
"sa-dpa","shadetreewoodshop.local","cdeem_DPA_SA","password","WinDomain-cdeem","True",,"tater_salad","success","WinDomain - cdeem","False","False","False","False"
"safeadmin@cyberark.cloud.1024","servicesum.cyberark.cloud","mmcaughey","password","Michael-Identity","False","(CPM)MaxRetries","HOST-10","failure","Michael - Identity","False","False","False","False"
"safemanager1@cyberark.cloud.1024","servicesum.cyberark.cloud","mmcaughey","password","Michael-Identity","True",,"HOST-10","success","Michael - Identity","False","False","False","False"
"ScannerUser","ad-conn1.saascorp.local","popetest","password","WinServerLocal","True",,"conpope131",,"Windows Server Local Accounts","False","False","False","False"
"ScannerUser","bcconn01.bjc-cyb.local","Collins_WIN_DOM","password","CollinsWinDomAcct","False","(CPM)MaxRetries","bcconn01","failure","Collins Win Dom Acct","False","False","False","False"
"Server-Admin-01","Corp.com","mk-Demo-Server Team","password","MK-DemoTier2SecurityLow","True",,"PCC-02","success","MK-Demo Tier 2 Security Low","False","False","False","True"
"Server-Admin-02","Corp.com","mk-Demo-Server Team","password","MK-DemoTier2SecurityLow","True",,"PCC-02",,"MK-Demo Tier 2 Security Low","False","False","False","True"
"sharedadm-um","pcloud-london.com","BOD-WIN-SAFE","password","BOD-WIN-DOM","True",,"BOD-UM-CPM1","success","BOD-WIN-DOM","False","False","False","False"
"SSMS-Admin-01","Corp.com","mk-Demo-DB Team","password","MK-DemoTier2SecurityLow","True",,"",,"MK-Demo Tier 2 Security Low","False","False","False","True"
"SSMS-Admin-02","corp.com","mk-Demo-DB Team","password","MK-DemoTier2SecurityLow","True",,"",,"MK-Demo Tier 2 Security Low","False","False","False","True"
"svc_DPA_Strong","pcloud-london.com","BOD-WIN-SAFE","password","BOD-WIN-DOM","True",,"BOD-UM-CPM1","success","BOD-WIN-DOM","False","False","False","False"
"sys","10.0.0.11","mkin-demo-safe-saascorplocal","password","mkin-oracledb-Wassysdba","False","(CPM)MaxRetries","CONN01","failure","mkin-oracledb-Wassysdba","False","False","False","False"
"sys","10.0.0.8","Mkin-Demo-Safe","password","mkin-oracleDB-noassysdba","False","(CPM)MaxRetries","PCC-02","failure","mkin-oracleDB-noassysdba","False","False","False","False"
"system","10.0.0.11","mkin-demo-safe-saascorplocal","password","mkin-oracleDB-noassysdba","False","(CPM)MaxRetries","CONN01","failure","mkin-oracleDB-noassysdba","False","False","False","False"
"system","10.0.0.11","mkin-demo-safe-saascorplocal","password","mkin-oracledb-Wassysdba","True",,"CONN01","success","mkin-oracledb-Wassysdba","False","False","False","False"
"system","10.0.0.8","Mkin-Demo-Safe","password","oracledbcorpcom","False","(CPM)MaxRetries","PCC-02","failure","oracledb corp com","False","False","False","False"
"system","oracledatabases.saascorp.local","Oracle","password","Oracle","True",,"CONN01",,"Oracle Database","False","False","False","False"
"test","admin@travelcom_aat4799","mmcaughey","password","MSAzureTest","True",,"HOST-10",,"MS Azure Test","False","False","False","False"
"test","bjc-cyb.local","PPA_I_449","password","MM-Win-Dom","False","(PPADisable)","wins2019s",,"MM-Win-Dom","False","False","True","False"
"test","saascorp.local","PPA_I_32","password","PopeWindowsDomainAcct","False","(PPADisable)MaxRetries","BAB_CPM_Primary","failure","PopeWindowsDomainAcct","False","False","False","False"
"test","target.popelabsh.local","PopeWindowsDom","password","WinServerLocal","True",,"conpope131",,"Windows Server Local Accounts","False","False","False","False"
"test","test","mmcaughey","password","CiscoSSH","False","(CPM)MaxRetries","HOST-10","failure","Cisco router via SSH","False","False","False","False"
"test","test","PPA-FRODAK","password","FR-terst","True",,"UM-CPM-01",,"FR-terst","False","False","False","False"
"TEST","TEST","PPA-MCAUGHEY1","password","MM-Win-Dom","True",,"",,"MM-Win-Dom","False","False","True","False"
"test","Testing","RM_Test","password","RM_Test","False","No Reason","rmconn-01",,"RM_Test","False","False","False","False"
"TestAccount","lab.local","BABTest","password","BAB-WindowsDomainAccount","True",,"",,"BAB - Windows Domain Account","True","True","True","True"
"testadm","10.0.0.3","popetest","password","pope-win-server-local","True",,"conpope131","success","pope-win-server-local","False","False","False","False"
"testadmin1","cybrlab.local","BOD-WIN-SAFE","password","BOD-WIN-DOM","True",,"BOD-UM-CPM1","success","BOD-WIN-DOM","False","False","False","False"
"Tester","pvwav13","BABTest","password","WinServerLocal","True",,"",,"Windows Server Local Accounts","False","False","False","False"
"tester1","host-1.am.pcloud","Safe-01-AM","password","Win-DOM-AM","True",,"UM-CPM-02","success","Win-DOM -AM","False","False","False","False"
"testing","www.portal.azure.com","WEBTEST","password","Newplatformname","True",,"CONN01",,"New platform name","False","False","False","False"
"testingofuser","addresstest","EDS-test-alex","password","EDS-DA","True",,"CONN01",,"EDS-DA","False","False","False","False"
"Testone","DC-02.UMAM.pcloud","Safe-01-AM","password","Win-DOM-AM","True",,"UM-CPM-02",,"Win-DOM -AM","False","False","False","False"
"testservice","mclmcloud.local","mmcaughey","password","MM-Win-Dom","False","(CPM)UnrecoverableError","HOST-10","failure","MM-Win-Dom","False","False","True","False"
"testUMadm","pcloud-london.com","BOD-WIN-SAFE","password","BOD-WIN-DOM","True",,"BOD-UM-CPM1","success","BOD-WIN-DOM","False","False","False","False"
"teting","google.com","webtesting","password","GenericWebApp","False","No Reason","CONN01",,"Generic Web App","False","False","False","False"
"thatguy","saascorp.local","Windomssl","password","WINDOMSSL-Jerry","True",,"CONN01",,"WINDOMSSL-Jerry","False","False","False","False"
"ticketingtest","testaddress.com","HB-Accounts","password","HenningBothaTicketingTest","True",,"CPM_HBOTHA",,,,,,
"tre","tre","alawson-demo","password","cdeem-AzureADPasswordMgmt","True",,"UM-CPM-02",,"cdeem - Azure AD Password Mgmt","False","False","False","False"
"user02","eds.migration","EDS-test-alex","password","EDS-DA","True",,"CONN01",,"EDS-DA","False","False","False","False"
"username123","example.com","jeff-test-123","password","MMTest","True",,"",,"MM Test","False","False","False","False"
"username123","example.com","jeff-test-123","password","MMTest","True",,"",,"MM Test","False","False","False","False"
"username124","example.com","jeff-test-123","password","WinDomain","True",,"",,"Windows Domain Account","False","False","False","False"
"vincentdpope@outlook.com","outlook.com","popetest","password","PopeWindowsDomainAcct","False","(CPM)MaxRetries","conpope131","failure","PopeWindowsDomainAcct","False","False","False","False"
"WDAGUtilityAccount","bcconn01.bjc-cyb.local","Collins_WIN_DOM","password","CollinsWinDomAcct","False","(CPM)MaxRetries","bcconn01","failure","Collins Win Dom Acct","False","False","False","False"
"WDAGUtilityAccount","wintest.saascorp.local","Mkin-Demo-Safe","password","WinDesktopLocal","True",,"PCC-02",,"Windows Desktop Local Accounts","False","False","False","False"
"WinDomainSvcUser01","shadetreewoodshop.local","tater_salad","password","WinDomain-cdeem","True",,"tater_salad","success","WinDomain - cdeem","False","False","False","False"
"WinLocalSvcUser01","TARGET01.shadetreewoodshop.local","tater_salad","password","WinServerLocal-cdeem","True",,"tater_salad","success","WinServer Local - cdeem","False","False","False","False"
"WinLocalTestUser01","TARGET01.shadetreewoodshop.local","SHDTRE-WIN-LOC","password","WinServerLocal-cdeem","True",,"tater_salad","success","WinServer Local - cdeem","False","False","False","False"
